,Brand,Model,Memory,Storage,Rating,Selling Price
1396,Apple,Apple iPhone 6s,2.0,16.0,4.4,49999
1397,Apple,Apple iPhone 13,6.0,1.0,4.4,169900
1398,Apple,Apple iPhone 6,1.0,128.0,4.4,71500
1399,Apple,Apple iPhone 13,6.0,512.0,4.4,159900
1400,Apple,Apple iPhone 11,4.0,512.0,4.7,150800
1401,Apple,Apple iPhone 13,6.0,512.0,4.5,159900
1402,Apple,Apple iPhone 13,6.0,512.0,4.5,149900
1403,Apple,Apple iPhone 6s,2.0,64.0,4.4,59999
1404,Apple,Apple iPhone 13,6.0,1.0,4.4,169900
1405,Apple,Apple iPhone 6s,2.0,64.0,4.4,59999
1406,Apple,Apple iPhone 13,6.0,512.0,4.4,159900
1407,Apple,Apple iPhone 6s,2.0,64.0,4.5,49999
1408,Apple,Apple iPhone XS,4.0,512.0,4.6,144900
1409,Apple,Apple iPhone X,3.0,64.0,4.6,91900
1410,Apple,Apple iPhone 13,6.0,1.0,4.6,179900
1411,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1412,Apple,Apple iPhone XS,4.0,512.0,4.7,134900
1413,Apple,Apple iPhone 6,1.0,32.0,4.4,30780
1414,Apple,Apple iPhone 6,1.0,32.0,4.4,30780
1415,Apple,Apple iPhone 13,6.0,512.0,4.4,99900
1416,Apple,Apple iPhone 6,1.0,128.0,4.4,71500
1417,Apple,Apple iPhone 6s,2.0,64.0,4.4,59999
1418,Apple,Apple iPhone 6s,2.0,32.0,4.4,34900
1419,Apple,Apple iPhone 7,3.0,256.0,4.5,85400
1420,Apple,Apple iPhone 6,1.0,16.0,4.4,52000
1421,Apple,Apple iPhone 7,3.0,32.0,4.5,36999
1422,Apple,Apple iPhone 6s,2.0,16.0,4.5,62000
1423,Apple,Apple iPhone 8,2.0,64.0,4.5,38999
1424,Apple,Apple iPhone 7,3.0,256.0,4.5,85400
1425,Apple,Apple iPhone XS,4.0,64.0,4.6,73999
1426,Apple,Apple iPhone 13,6.0,512.0,4.4,99900
1427,Apple,Apple iPhone XS,4.0,64.0,4.6,73999
1428,Apple,Apple iPhone 6s,2.0,32.0,4.4,34900
1429,Apple,Apple iPhone 6,1.0,64.0,4.5,48999
1430,Apple,Apple iPhone XS,4.0,256.0,4.7,76999
1431,Apple,Apple iPhone 6,1.0,64.0,4.5,48999
1432,Apple,Apple iPhone XS,4.0,64.0,4.7,62999
1433,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1434,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1435,Apple,Apple iPhone 7,3.0,256.0,4.5,85400
1436,Apple,Apple iPhone 7,2.0,128.0,4.5,34900
1437,Apple,Apple iPhone 6s,2.0,128.0,4.5,55999
1438,Apple,Apple iPhone 6s,2.0,32.0,4.4,34900
1439,Apple,Apple iPhone 11,4.0,256.0,4.6,121300
1440,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1441,Apple,Apple iPhone 13,6.0,512.0,4.5,99900
1442,Apple,Apple iPhone 7,2.0,128.0,4.5,34900
1443,Apple,Apple iPhone XS,4.0,64.0,4.7,62999
1444,Apple,Apple iPhone XS,4.0,64.0,4.7,62999
1445,Apple,Apple iPhone 13,6.0,512.0,4.7,149900
1446,Apple,Apple iPhone XS,4.0,256.0,4.6,78999
1447,Apple,Apple iPhone 7,2.0,128.0,4.5,34900
1448,Apple,Apple iPhone 11,4.0,256.0,4.6,99900
1449,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1450,Apple,Apple iPhone 6s,2.0,64.0,4.4,59999
1451,Apple,Apple iPhone XS,4.0,256.0,4.6,78999
1452,Apple,Apple iPhone XS,4.0,512.0,4.6,144900
1453,Apple,Apple iPhone 7,2.0,256.0,4.5,74400
1454,Apple,Apple iPhone 6,1.0,16.0,4.5,40999
1455,Apple,Apple iPhone 13,6.0,1.0,4.5,179900
1456,Apple,Apple iPhone 7,2.0,256.0,4.5,74400
1457,Apple,Apple iPhone XS,4.0,256.0,4.6,78999
1458,Apple,Apple iPhone 7,2.0,256.0,4.5,74400
1459,Apple,Apple iPhone X,3.0,256.0,4.6,106900
1460,Apple,Apple iPhone 7,2.0,256.0,4.5,74400
1461,Apple,Apple iPhone 6s,2.0,64.0,4.5,72000
1462,Apple,Apple iPhone 6s,2.0,128.0,4.4,70000
1463,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1464,Apple,Apple iPhone 7,4.0,256.0,4.5,74400
1465,Apple,Apple iPhone 6,1.0,128.0,4.5,80500
1466,Apple,Apple iPhone 6,1.0,64.0,4.5,71500
1467,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1468,Apple,Apple iPhone 6,1.0,64.0,4.4,62000
1469,Apple,Apple iPhone 12,4.0,256.0,4.6,129900
1470,Apple,Apple iPhone X,3.0,256.0,4.6,106900
1471,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1472,Apple,Apple iPhone 6s,2.0,64.0,4.5,49999
1473,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1474,Apple,Apple iPhone 6s,2.0,128.0,4.5,55999
1475,Apple,Apple iPhone 6s,2.0,16.0,4.4,72000
1476,Apple,Apple iPhone 7,3.0,32.0,4.5,36999
1477,Apple,Apple iPhone 6s,2.0,16.0,4.5,41999
1478,Apple,Apple iPhone X,3.0,64.0,4.6,91900
1479,Apple,Apple iPhone 6s,2.0,32.0,4.5,29900
1480,SAMSUNG,SAMSUNG Galaxy F22,6.0,128.0,4.3,14999
1481,SAMSUNG,SAMSUNG Galaxy F22,4.0,64.0,4.3,12999
1482,SAMSUNG,SAMSUNG Galaxy F22,6.0,128.0,4.3,14999
1483,SAMSUNG,SAMSUNG Galaxy F22,4.0,64.0,4.3,12999
1484,SAMSUNG,SAMSUNG Galaxy F12,4.0,64.0,4.2,11499
1485,SAMSUNG,SAMSUNG Galaxy F12,4.0,64.0,4.2,11499
1486,SAMSUNG,SAMSUNG M31s,8.0,128.0,4.3,20949
1487,SAMSUNG,SAMSUNG M02s,3.0,32.0,4.2,9539
1488,SAMSUNG,SAMSUNG Galaxy F12,4.0,64.0,4.2,11499
1489,SAMSUNG,SAMSUNG Galaxy M02,2.0,32.0,4.0,8299
1490,SAMSUNG,SAMSUNG Galaxy A12,4.0,64.0,4.2,15999
1491,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,18499
1492,SAMSUNG,SAMSUNG Galaxy F12,4.0,128.0,4.2,12499
1493,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,19818
1494,SAMSUNG,SAMSUNG Galaxy M12,4.0,64.0,4.2,11510
1495,SAMSUNG,SAMSUNG M31,6.0,128.0,4.3,17845
1496,SAMSUNG,SAMSUNG M02s,3.0,32.0,4.2,9639
1497,SAMSUNG,SAMSUNG Galaxy A12,4.0,64.0,4.2,11989
1498,SAMSUNG,SAMSUNG Galaxy M02,3.0,32.0,4.0,8850
1499,SAMSUNG,SAMSUNG Galaxy A12,4.0,64.0,4.2,12144
1500,SAMSUNG,SAMSUNG Galaxy F12,4.0,128.0,4.2,12499
1501,SAMSUNG,SAMSUNG M21 2021,4.0,64.0,4.0,13224
1502,SAMSUNG,SAMSUNG Galaxy F12,4.0,128.0,4.2,12499
1503,SAMSUNG,SAMSUNG Galaxy A22,8.0,128.0,4.2,23596
1504,SAMSUNG,SAMSUNG Galaxy A21s,6.0,64.0,4.2,14839
1505,SAMSUNG,SAMSUNG GALAXY M31S,8.0,128.0,4.3,19330
1506,SAMSUNG,SAMSUNG Galaxy A12,4.0,64.0,4.2,15999
1507,SAMSUNG,SAMSUNG M32 5G,6.0,128.0,4.2,21499
1508,SAMSUNG,SAMSUNG Galaxy M02,2.0,32.0,4.0,8229
1509,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,14999
1510,SAMSUNG,SAMSUNG Metro 313,4.0,2.0,4.3,2340
1511,SAMSUNG,SAMSUNG Galaxy M02,3.0,32.0,4.0,8897
1512,SAMSUNG,SAMSUNG Galaxy M31,6.0,64.0,4.3,16299
1513,SAMSUNG,SAMSUNG Galaxy A21s,6.0,128.0,4.2,17499
1514,SAMSUNG,SAMSUNG Galaxy A22,8.0,128.0,4.2,21999
1515,SAMSUNG,SAMSUNG Galaxy Z,8.0,256.0,4.3,88999
1516,SAMSUNG,SAMSUNG Galaxy M01,3.0,32.0,4.2,9990
1517,SAMSUNG,SAMSUNG Galaxy A03s,4.0,64.0,4.2,12499
1518,SAMSUNG,SAMSUNG Galaxy F02s,3.0,32.0,4.2,9499
1519,SAMSUNG,SAMSUNG Galaxy A72,8.0,128.0,4.3,34999
1520,SAMSUNG,SAMSUNG Galaxy M31s,6.0,128.0,4.3,19725
1521,SAMSUNG,SAMSUNG Galaxy M31,8.0,128.0,4.3,18654
1522,SAMSUNG,SAMSUNG Galaxy M32,4.0,64.0,4.2,14690
1523,SAMSUNG,SAMSUNG Galaxy A51,8.0,128.0,4.3,22499
1524,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,14999
1525,SAMSUNG,SAMSUNG Galaxy Z,8.0,128.0,4.3,84999
1526,SAMSUNG,SAMSUNG Galaxy M32,4.0,64.0,4.2,14749
1527,SAMSUNG,SAMSUNG Galaxy M12,6.0,128.0,4.2,14490
1528,SAMSUNG,SAMSUNG Galaxy Z,8.0,128.0,4.3,84999
1529,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,19979
1530,SAMSUNG,SAMSUNG Galaxy F62,6.0,128.0,4.2,23999
1531,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,15843
1532,SAMSUNG,SAMSUNG Galaxy A52s,8.0,128.0,4.5,37499
1533,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,17578
1534,SAMSUNG,SAMSUNG Galaxy M21,4.0,64.0,4.3,13899
1535,SAMSUNG,SAMSUNG Galaxy M11,4.0,64.0,4.3,11299
1536,SAMSUNG,SAMSUNG M32 5G,6.0,128.0,4.3,21999
1537,SAMSUNG,SAMSUNG Galaxy A52s,8.0,128.0,4.5,37499
1538,SAMSUNG,SAMSUNG Galaxy F62,6.0,128.0,4.2,23999
1539,SAMSUNG,SAMSUNG Galaxy M02,2.0,32.0,4.0,8289
1540,SAMSUNG,SAMSUNG Galaxy A21s,6.0,128.0,4.2,17499
1541,SAMSUNG,SAMSUNG Galaxy A21s,6.0,128.0,4.2,17499
1542,SAMSUNG,SAMSUNG Galaxy S10,8.0,512.0,4.5,49999
1543,SAMSUNG,SAMSUNG Galaxy F41,6.0,64.0,4.3,15999
1544,SAMSUNG,SAMSUNG Galaxy F62,6.0,128.0,4.2,23999
1545,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,16499
1546,SAMSUNG,SAMSUNG Galaxy A52,6.0,128.0,4.3,27499
1547,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,14999
1548,SAMSUNG,SAMSUNG Galaxy M11,3.0,32.0,4.2,11744
1549,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,18499
1550,SAMSUNG,SAMSUNG Galaxy A32,6.0,128.0,4.1,21700
1551,SAMSUNG,SAMSUNG Galaxy A52,6.0,128.0,4.3,27499
1552,SAMSUNG,SAMSUNG Galaxy A32,6.0,128.0,4.1,21700
1553,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,14999
1554,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,18499
1555,SAMSUNG,SAMSUNG S20 FE,8.0,128.0,4.3,49990
1556,SAMSUNG,SAMSUNG Galaxy M31s,6.0,128.0,4.3,19178
1557,SAMSUNG,SAMSUNG Galaxy A03s,3.0,32.0,4.0,11499
1558,SAMSUNG,SAMSUNG Galaxy F02s,4.0,64.0,4.2,10499
1559,SAMSUNG,SAMSUNG Galaxy A21s,6.0,64.0,4.2,15199
1560,SAMSUNG,SAMSUNG Galaxy A03s,4.0,64.0,4.2,12499
1561,SAMSUNG,SAMSUNG Galaxy S10,8.0,512.0,4.6,92000
1562,SAMSUNG,SAMSUNG Galaxy A21s,4.0,64.0,4.2,14999
1563,SAMSUNG,SAMSUNG Galaxy M31,6.0,64.0,4.3,16999
1564,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,16499
1565,SAMSUNG,SAMSUNG Galaxy M11,4.0,64.0,4.3,11699
1566,SAMSUNG,SAMSUNG M01 core,1.0,16.0,3.9,7399
1567,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,15989
1568,SAMSUNG,SAMSUNG Galaxy A52s,8.0,128.0,4.5,37499
1569,SAMSUNG,SAMSUNG GALAXY M51,6.0,128.0,4.3,24990
1570,SAMSUNG,SAMSUNG Galaxy M31,8.0,128.0,4.3,19990
1571,SAMSUNG,SAMSUNG Galaxy A21s,4.0,64.0,4.2,14999
1572,SAMSUNG,SAMSUNG Galaxy Note,8.0,256.0,4.3,77999
1573,SAMSUNG,SAMSUNG Galaxy A52,8.0,128.0,4.4,28999
1574,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,15271
1575,SAMSUNG,SAMSUNG Galaxy Note10,6.0,128.0,4.3,39990
1576,SAMSUNG,SAMSUNG Galaxy M11,3.0,32.0,4.2,11745
1577,SAMSUNG,SAMSUNG Galaxy A71,8.0,128.0,4.4,27499
1578,SAMSUNG,SAMSUNG Galaxy M12,4.0,64.0,4.2,11290
1579,SAMSUNG,SAMSUNG Galaxy A70s,8.0,128.0,4.3,30500
1580,SAMSUNG,SAMSUNG Metro 313,16.0,2.0,4.2,2025
1581,SAMSUNG,SAMSUNG Galaxy A12,4.0,64.0,4.2,15999
1582,SAMSUNG,SAMSUNG M01 core,2.0,32.0,3.9,5999
1583,SAMSUNG,SAMSUNG Galaxy M12,4.0,64.0,4.2,11730
1584,SAMSUNG,SAMSUNG Galaxy Z,12.0,512.0,4.4,157999
1585,SAMSUNG,SAMSUNG M31s,8.0,128.0,4.3,21950
1586,SAMSUNG,SAMSUNG Galaxy M31,6.0,128.0,4.3,17989
1587,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,20696
1588,SAMSUNG,SAMSUNG Galaxy A22,8.0,128.0,4.2,22450
1589,SAMSUNG,SAMSUNG Galaxy M32,8.0,128.0,4.2,24999
1590,SAMSUNG,SAMSUNG Guru GT,153.0,153.0,4.1,1549
1591,SAMSUNG,SAMSUNG M02s,4.0,64.0,4.1,10398
1592,SAMSUNG,SAMSUNG Galaxy M11,3.0,32.0,4.2,11745
1593,SAMSUNG,SAMSUNG Galaxy M12,4.0,64.0,4.2,11730
1594,SAMSUNG,SAMSUNG Galaxy Z,12.0,512.0,4.4,157999
1595,SAMSUNG,SAMSUNG Galaxy M32,4.0,64.0,4.2,15399
1596,SAMSUNG,SAMSUNG Galaxy M11,3.0,32.0,4.2,11745
1597,SAMSUNG,SAMSUNG Guru FM,128.0,2.0,4.2,1450
1598,SAMSUNG,SAMSUNG M01 core,2.0,32.0,3.9,5999
1599,SAMSUNG,SAMSUNG Galaxy A50s,4.0,128.0,4.3,14999
1600,SAMSUNG,SAMSUNG Guru Plus,512.0,512.0,4.2,1700
1601,SAMSUNG,SAMSUNG Galaxy S9,6.0,64.0,4.5,70000
1602,SAMSUNG,SAMSUNG Metro 313,512.0,2.0,4.1,2599
1603,SAMSUNG,SAMSUNG Galaxy F02s,3.0,32.0,4.2,9499
1604,SAMSUNG,SAMSUNG Galaxy M32,4.0,64.0,4.2,15490
1605,SAMSUNG,SAMSUNG Galaxy A6,4.0,64.0,4.3,13999
1606,SAMSUNG,SAMSUNG Galaxy M31,6.0,128.0,4.3,17888
1607,SAMSUNG,SAMSUNG Galaxy A6+,4.0,64.0,4.4,25600
1608,SAMSUNG,SAMSUNG Galaxy On7,1.5,8.0,4.2,8490
1609,SAMSUNG,SAMSUNG Galaxy M12,6.0,128.0,4.2,13984
1610,SAMSUNG,SAMSUNG Galaxy A52s,6.0,128.0,4.3,35999
1611,SAMSUNG,SAMSUNG Galaxy F02s,3.0,32.0,4.2,9499
1612,SAMSUNG,SAMSUNG Galaxy A70,6.0,128.0,4.3,30900
1613,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,17575
1614,SAMSUNG,SAMSUNG Galaxy Note,8.0,256.0,4.3,54599
1615,SAMSUNG,SAMSUNG Galaxy A03s,4.0,64.0,4.2,12499
1616,SAMSUNG,SAMSUNG Galaxy A50s,4.0,128.0,4.3,14999
1617,SAMSUNG,SAMSUNG Galaxy A21s,6.0,64.0,4.2,19999
1618,SAMSUNG,SAMSUNG Metro 313,4.0,2.0,4.2,2336
1619,SAMSUNG,SAMSUNG Galaxy A31,6.0,128.0,4.3,18999
1620,SAMSUNG,SAMSUNG Galaxy A21s,4.0,64.0,4.2,17999
1621,SAMSUNG,SAMSUNG Galaxy A52,6.0,128.0,4.3,27810
1622,SAMSUNG,SAMSUNG Galaxy M11,4.0,64.0,4.3,12499
1623,SAMSUNG,SAMSUNG Metro 313,4.0,2.0,4.2,2299
1624,SAMSUNG,SAMSUNG M21 2021,6.0,128.0,4.2,14859
1625,SAMSUNG,SAMSUNG Galaxy A03s,3.0,32.0,4.0,11499
1626,SAMSUNG,SAMSUNG M01 core,1.0,16.0,3.9,4999
1627,SAMSUNG,SAMSUNG Galaxy A12,4.0,64.0,4.2,13999
1628,SAMSUNG,SAMSUNG Galaxy Z,12.0,256.0,4.4,149999
1629,SAMSUNG,SAMSUNG Metro 313,2.0,2.0,4.1,2399
1630,SAMSUNG,SAMSUNG Galaxy A6+,4.0,64.0,4.4,25999
1631,SAMSUNG,SAMSUNG Galaxy On7,1.5,8.0,4.2,8490
1632,SAMSUNG,SAMSUNG Galaxy A03s,3.0,32.0,4.0,11499
1633,SAMSUNG,SAMSUNG Metro 313,4.0,2.0,4.2,2282
1634,SAMSUNG,SAMSUNG Galaxy Note,12.0,256.0,4.5,91999
1635,SAMSUNG,SAMSUNG Galaxy M01s,3.0,32.0,4.2,10999
1636,SAMSUNG,SAMSUNG Metro 350,32.0,16.0,4.1,3013
1637,SAMSUNG,SAMSUNG Galaxy A20s,4.0,64.0,4.3,14900
1638,SAMSUNG,SAMSUNG Galaxy J7,3.0,32.0,4.2,16879
1639,SAMSUNG,SAMSUNG Galaxy Note,8.0,256.0,4.3,77999
1640,SAMSUNG,SAMSUNG Galaxy S20,8.0,128.0,4.0,49999
1641,SAMSUNG,SAMSUNG Galaxy A30s,4.0,128.0,4.3,18199
1642,SAMSUNG,SAMSUNG Galaxy S20,8.0,128.0,4.0,49999
1643,SAMSUNG,SAMSUNG Galaxy A7,4.0,64.0,4.4,17990
1644,SAMSUNG,SAMSUNG Galaxy J2,1.0,8.0,4.2,6500
1645,SAMSUNG,SAMSUNG Galaxy J6,3.0,32.0,4.4,12990
1646,SAMSUNG,SAMSUNG Galaxy J6,4.0,64.0,4.5,14990
1647,SAMSUNG,SAMSUNG Galaxy A70s,8.0,128.0,4.3,30500
1648,SAMSUNG,SAMSUNG Metro 350,32.0,16.0,4.1,3062
1649,SAMSUNG,SAMSUNG Galaxy A20,3.0,32.0,4.3,12900
1650,SAMSUNG,SAMSUNG Metro 313,4.0,2.0,4.2,2050
1651,SAMSUNG,SAMSUNG Galaxy A10s,3.0,32.0,4.3,11000
1652,SAMSUNG,SAMSUNG Galaxy J6,4.0,64.0,4.5,14990
1653,SAMSUNG,SAMSUNG Galaxy M02,3.0,32.0,4.0,8892
1654,SAMSUNG,SAMSUNG Galaxy M21,4.0,64.0,4.3,15990
1655,SAMSUNG,SAMSUNG Galaxy J2,2.0,16.0,4.3,7500
1656,SAMSUNG,SAMSUNG Galaxy J7,3.0,32.0,4.3,14995
1657,SAMSUNG,SAMSUNG Galaxy M30,4.0,64.0,4.4,13995
1658,SAMSUNG,SAMSUNG Galaxy J7,3.0,32.0,4.3,12000
1659,SAMSUNG,SAMSUNG Galaxy M42,8.0,128.0,4.3,29998
1660,SAMSUNG,SAMSUNG Galaxy J7,4.0,32.0,4.3,17962
1661,SAMSUNG,SAMSUNG Galaxy J7,4.0,32.0,4.3,17962
1662,SAMSUNG,SAMSUNG Galaxy J2,2.0,16.0,4.3,7999
1663,SAMSUNG,SAMSUNG Galaxy A20,3.0,32.0,4.3,11490
1664,SAMSUNG,SAMSUNG Galaxy J2,1.0,8.0,4.2,6500
1665,SAMSUNG,SAMSUNG Galaxy A9,8.0,128.0,4.3,30990
1666,SAMSUNG,SAMSUNG Galaxy A12,6.0,128.0,3.9,16499
1667,SAMSUNG,SAMSUNG Galaxy J6,4.0,64.0,4.3,14000
1668,SAMSUNG,SAMSUNG Galaxy J6,4.0,64.0,4.3,13600
1669,SAMSUNG,SAMSUNG Metro 313,10.0,2.0,4.3,2290
1670,SAMSUNG,SAMSUNG Galaxy Fold,12.0,256.0,3.0,149999
1671,SAMSUNG,SAMSUNG M01 core,1.0,16.0,3.9,4999
1672,SAMSUNG,SAMSUNG Galaxy J7,2.0,16.0,4.3,15299
1673,SAMSUNG,SAMSUNG Galaxy S20,12.0,128.0,4.2,103000
1674,SAMSUNG,SAMSUNG Galaxy A20,3.0,32.0,4.3,12900
1675,SAMSUNG,SAMSUNG Galaxy Note,12.0,256.0,4.5,91999
1676,SAMSUNG,SAMSUNG Galaxy Note,8.0,512.0,4.6,59999
1677,SAMSUNG,SAMSUNG Galaxy A10,2.0,32.0,4.3,8700
1678,SAMSUNG,SAMSUNG Metro B313E,10.0,2.0,4.1,2299
1679,SAMSUNG,SAMSUNG Galaxy J2,1.0,8.0,4.2,6200
1680,SAMSUNG,SAMSUNG Galaxy M40,6.0,128.0,4.1,19999
1681,SAMSUNG,SAMSUNG Galaxy J2,1.0,8.0,4.1,6799
1682,SAMSUNG,SAMSUNG Galaxy A50,6.0,64.0,4.4,24000
1683,SAMSUNG,SAMSUNG B350,32.0,2.0,4.0,3000
1684,SAMSUNG,SAMSUNG Galaxy A50,6.0,64.0,4.4,21990
1685,SAMSUNG,SAMSUNG Galaxy J2-2017,1.0,8.0,4.2,6000
1686,SAMSUNG,SAMSUNG Galaxy J7,2.0,16.0,4.4,10995
1687,SAMSUNG,SAMSUNG Galaxy Grand,1.5,8.0,4.1,15999
1688,SAMSUNG,SAMSUNG Galaxy A10,2.0,32.0,4.3,8700
1689,SAMSUNG,SAMSUNG Galaxy S10,8.0,512.0,4.6,91900
1690,SAMSUNG,SAMSUNG Galaxy J4,3.0,32.0,4.2,10990
1691,SAMSUNG,SAMSUNG Galaxy A6,4.0,64.0,4.3,16990
1692,SAMSUNG,SAMSUNG Galaxy A30,4.0,64.0,4.4,18000
1693,SAMSUNG,SAMSUNG Galaxy J4,3.0,32.0,4.2,13023
1694,SAMSUNG,SAMSUNG Galaxy M51,8.0,128.0,4.4,27999
1695,SAMSUNG,SAMSUNG Galaxy A6,4.0,64.0,4.3,23748
1696,SAMSUNG,SAMSUNG Galaxy J2,2.0,16.0,4.3,6799
1697,SAMSUNG,SAMSUNG Galaxy A10,2.0,32.0,4.3,7990
1698,SAMSUNG,SAMSUNG Galaxy S10,12.0,1.0,4.5,117990
1699,SAMSUNG,SAMSUNG Galaxy J4,2.0,16.0,4.3,9500
1700,SAMSUNG,SAMSUNG Galaxy J5,2.0,16.0,4.0,14500
1701,SAMSUNG,SAMSUNG Galaxy J7,4.0,32.0,4.3,17889
1702,SAMSUNG,SAMSUNG Galaxy M01,3.0,32.0,4.2,8780
1703,SAMSUNG,SAMSUNG Galaxy S6,3.0,32.0,4.0,44900
1704,SAMSUNG,SAMSUNG Galaxy M02,3.0,32.0,4.0,8083
1705,SAMSUNG,SAMSUNG Galaxy M02,2.0,32.0,4.0,7900
1706,SAMSUNG,SAMSUNG Galaxy A10s,2.0,32.0,4.4,9840
1707,SAMSUNG,SAMSUNG Galaxy S21,12.0,256.0,4.5,105999
1708,SAMSUNG,SAMSUNG Galaxy J4,3.0,32.0,4.2,10990
1709,SAMSUNG,SAMSUNG Galaxy J6,3.0,32.0,4.4,12990
1710,SAMSUNG,SAMSUNG Galaxy J4,2.0,16.0,4.3,9500
1711,SAMSUNG,SAMSUNG Galaxy J4,2.0,16.0,4.3,8990
1712,SAMSUNG,SAMSUNG Galaxy A30,4.0,64.0,4.4,17500
1713,SAMSUNG,SAMSUNG Galaxy J7,2.0,16.0,4.4,11995
1714,SAMSUNG,SAMSUNG Galaxy J7,2.0,16.0,4.3,13800
1715,SAMSUNG,SAMSUNG Galaxy S6,3.0,32.0,4.0,37299
1716,SAMSUNG,SAMSUNG Galaxy J8,4.0,64.0,4.4,18990
1717,SAMSUNG,SAMSUNG Galaxy A7-2017,3.0,32.0,3.8,25900
1718,SAMSUNG,SAMSUNG Galaxy A6+,4.0,64.0,4.4,21990
1719,SAMSUNG,SAMSUNG Galaxy J6,4.0,64.0,4.3,13600
1720,SAMSUNG,SAMSUNG Galaxy J5,3.0,32.0,4.3,13500
1721,SAMSUNG,SAMSUNG Galaxy J4,2.0,32.0,4.3,9499
1722,SAMSUNG,SAMSUNG Galaxy J6,4.0,64.0,4.5,9490
1723,SAMSUNG,SAMSUNG Galaxy A8,6.0,64.0,4.2,29990
1724,SAMSUNG,SAMSUNG Galaxy J6,3.0,32.0,4.4,13500
1725,SAMSUNG,SAMSUNG Galaxy J8,4.0,64.0,4.4,19500
1726,SAMSUNG,SAMSUNG Galaxy J5,2.0,16.0,4.0,14500
1727,SAMSUNG,SAMSUNG Galaxy J8,4.0,64.0,4.4,19500
1728,SAMSUNG,SAMSUNG Metro 350,46.0,64.0,3.6,3200
1729,SAMSUNG,SAMSUNG Galaxy M51,8.0,128.0,4.4,22999
1730,SAMSUNG,SAMSUNG Galaxy A31,6.0,128.0,4.3,16999
1731,SAMSUNG,SAMSUNG Galaxy F02s,4.0,64.0,4.2,10499
1732,SAMSUNG,SAMSUNG Galaxy A22,8.0,128.0,4.2,22450
1733,SAMSUNG,SAMSUNG Galaxy F62,8.0,128.0,4.3,25999
1734,SAMSUNG,SAMSUNG Galaxy F41,6.0,128.0,4.3,14499
1735,SAMSUNG,SAMSUNG Galaxy A80,8.0,128.0,4.4,28490
1736,SAMSUNG,SAMSUNG Galaxy F41,6.0,128.0,4.3,14499
1737,SAMSUNG,SAMSUNG Galaxy F41,6.0,64.0,4.3,15999
1738,SAMSUNG,SAMSUNG Galaxy M32,8.0,128.0,4.3,24998
1739,SAMSUNG,SAMSUNG M02s,4.0,64.0,4.1,9999
1740,SAMSUNG,SAMSUNG Galaxy A52,8.0,128.0,4.4,28999
1741,SAMSUNG,SAMSUNG Galaxy M32,8.0,128.0,4.4,24999
1742,SAMSUNG,SAMSUNG Galaxy A72,8.0,128.0,4.3,34999
1743,SAMSUNG,SAMSUNG Galaxy F41,6.0,128.0,4.3,14499
1744,SAMSUNG,SAMSUNG Galaxy M32,6.0,128.0,4.4,16980
1745,SAMSUNG,SAMSUNG Galaxy A72,8.0,128.0,4.3,34999
1746,SAMSUNG,SAMSUNG Galaxy M30s,4.0,64.0,4.3,14990
1747,SAMSUNG,SAMSUNG Galaxy A20s,3.0,32.0,4.3,11599
1748,SAMSUNG,SAMSUNG Galaxy A52s,6.0,128.0,4.3,35999
1749,SAMSUNG,SAMSUNG Galaxy A22,6.0,128.0,4.3,19999
1750,SAMSUNG,SAMSUNG Galaxy A72,8.0,256.0,4.3,37999
1751,SAMSUNG,SAMSUNG Galaxy M40,6.0,128.0,4.1,14300
1752,SAMSUNG,SAMSUNG Galaxy A12,4.0,128.0,4.2,14999
1753,SAMSUNG,SAMSUNG Galaxy A51,6.0,128.0,4.3,20999
1754,SAMSUNG,SAMSUNG Galaxy S5,2.0,16.0,3.9,21999
